id,time,place,magnitude,longitude,latitude
us7000ne12,1726399761993,"13 km NNW of Honoria, Peru",4.4,-74.7603,-8.654
nc75062166,1726399699140,"8 km WNW of Cobb, CA",0.46,-122.81,38.8411666666667
hv74460762,1726399412220,"10 km S of Fern Forest, Hawaii",2.1,-155.154006958008,19.3754997253418
hv74460757,1726399330640,"10 km SSW of Fern Forest, Hawaii",1.78,-155.158493041992,19.3773326873779
ak024bwiu42h,1726398969863,"43 km W of Salamatof, Alaska",0.6,-152.1229,60.6183
us7000ne10,1726398917557,"122 km W of Ambunti, Papua New Guinea",4.9,141.7276,-4.0616
ci40734159,1726398824550,"5 km S of Idyllwild, CA",0.78,-116.7165,33.6945
hv74460737,1726398799830,"8 km SSW of Fern Forest, Hawaii",1.72000003,-155.156494140625,19.3958339691162
hv74460727,1726398712630,"10 km SE of Volcano, Hawaii",2.3900001,-155.16650390625,19.3676662445068
uw62038202,1726398696760,"7 km E of Oso, Washington",0.93,-121.82783333333333,48.2675
hv74460707,1726398295980,"8 km S of Fern Forest, Hawaii",1.74000001,-155.149002075195,19.3854999542236
uu80082581,1726397765840,"9 km ENE of Hoytsville, Utah",0.81,-111.2875,40.9205
us7000ne0x,1726397729973,"67 km SSW of Jucuarán, El Salvador",4.0,-88.3916,12.6564
hv74460677,1726397589190,"9 km SSE of Volcano, Hawaii",1.86,-155.209838867188,19.3566665649414
ci40734151,1726397412530,"3 km WNW of Calimesa, CA",0.7,-117.0825,33.9976667
hv74460672,1726397341070,"9 km S of Fern Forest, Hawaii",1.83,-155.152160644531,19.3808326721191
hv74460662,1726397009000,"9 km SE of Volcano, Hawaii",1.76,-155.169830322266,19.3799991607666
uu80082576,1726396900000,"10 km E of Coalville, Utah",1.09,-111.272166666667,40.9313333333333
av93265973,1726396571150,"94 km SSE of Kokhanok, Alaska",0.55,-154.392,58.6126666666667
hv74460642,1726396353120,"9 km ENE of Pāhala, Hawaii",2.22000003,-155.388168334961,19.230167388916
uw62038197,1726396233500,"1 km NNW of Hockinson, Washington",1.17,-122.49583333333334,45.75233333333333
ci40734143,1726396154740,"2 km NW of Banning, CA",0.57,-116.8926667,33.9428333
uu80082571,1726395862110,"10 km E of Coalville, Utah",0.88,-111.275,40.9306666666667
hv74460617,1726395558150,"10 km S of Fern Forest, Hawaii",1.89,-155.151840209961,19.3723335266113
hv74460612,1726395533050,"9 km SSW of Fern Forest, Hawaii",1.88,-155.153671264648,19.3843326568604
ak024bwi7o0y,1726395101469,"13 km S of Susitna, Alaska",1.7,-150.5289,61.4206
hv74460582,1726394802220,"9 km SSW of Fern Forest, Hawaii",2.1,-155.155838012695,19.3848323822021
uw62038187,1726394761190,"16 km SE of Carbonado, Washington",-0.06,-121.92783333333334,46.9605
us7000ne03,1726394073273,"47 km S of Pelabuhanratu, Indonesia",5.0,106.6253,-7.4102
uw62038182,1726393810270,"7 km WNW of Warren, Oregon",1.1500000000000001,-122.9375,45.852833333333336
tx2024sedh,1726393766135,"57 km S of Whites City, New Mexico",2.0,-104.311,31.656
us7000ne02,1726393652878,"200 km ESE of Levuka, Fiji",4.1,-178.8362,-18.4958
hv74460537,1726393343970,"9 km SSW of Fern Forest, Hawaii",1.94,-155.164169311523,19.3801670074463
ci40734135,1726392944680,"7 km S of Redlands, CA",0.59,-117.1898333,33.9951667
hv74460517,1726392927480,"9 km SSW of Fern Forest, Hawaii",2.11,-155.158172607422,19.382999420166
hv74460512,1726392684300,"9 km SSW of Fern Forest, Hawaii",2.25,-155.156173706055,19.3803329467773
nc75062161,1726392603760,"26 km NE of North Fork, CA",1.5,-119.358833333333,37.4341666666667
nc75062156,1726392472530,"3 km WNW of Cobb, CA",0.89,-122.760833740234,38.8325004577637
hv74460502,1726392333190,"9 km S of Fern Forest, Hawaii",1.99,-155.151992797852,19.3798332214355
ak024bwhoten,1726392226557,"34 km WNW of Tyonek, Alaska",1.9,-151.7409,61.1775
ak024bwhokgw,1726392150727,"38 km SSE of Kokhanok, Alaska",1.9,-154.5512,59.116
ak024bwhoiw2,1726392129848,"11 km NNE of Anderson, Alaska",1.4,-149.1332,64.4402
ci37683996,1726392097760,"24 km NW of Grapevine, CA",1.57,-119.1071667,35.101
ci40734127,1726392074880,"24 km NW of Grapevine, CA",1.81,-119.1071667,35.0985
av93265908,1726391972220,"Rat Islands, Aleutian Islands, Alaska",0.69,178.559166666667,51.9441666666667
ci40734119,1726391641410,"9 km ENE of Villa Park, CA",0.83,-117.7166667,33.8361667
ci40734111,1726391610960,"14 km N of Borrego Springs, CA",0.45,-116.399,33.3768333
se60591096,1726391565830,"1 km NW of Niota, Tennessee",2.29,-84.5588333333333,35.525
nc75062146,1726391344270,"7 km WNW of Cobb, CA",0.64,-122.799667358398,38.8288345336914
hv74460467,1726391244550,"11 km SSW of Fern Forest, Hawaii",2.07,-155.157836914062,19.3648338317871
hv74460437,1726390329110,"13 km S of Fern Forest, Hawaii",2.36,-155.121337890625,19.345666885376
ak024bwh9dox,1726390304676,"62 km WNW of Anchor Point, Alaska",2.0,-152.8625,59.9892
hv74460432,1726390157200,"2 km ENE of Volcano, Hawaii",1.85000002,-155.214004516602,19.4484996795654
ak024bwh71o2,1726389655547,"37 km SSE of Cantwell, Alaska",1.5,-148.6113,63.0888
hv74460412,1726389624700,"7 km S of Volcano, Hawaii",1.78999996,-155.223999023438,19.3728332519531
nc75062136,1726389020360,"3 km NW of The Geysers, CA",0.24,-122.777666666667,38.7933333333333
hv74460377,1726388798300,"12 km SSE of Fern Forest, Hawaii",1.73000002,-155.099502563477,19.3533325195312
ci40734103,1726388756210,"5 km ENE of Ensenada, B.C., MX",2.22,-116.5735,31.8853333
hv74460372,1726388692650,"9 km S of Fern Forest, Hawaii",1.73,-155.151840209961,19.3778324127197
hv74460362,1726388478040,"16 km SE of Fern Forest, Hawaii",1.70000005,-155.039505004883,19.3506660461426
hv74460357,1726388389890,"14 km N of Puako, Hawaii",2.30999994,-155.856994628906,20.0993328094482
uw62038177,1726387731900,"9 km ENE of Ashford, Washington",0.16,-121.91516666666666,46.780166666666666
us7000ndzi,1726387670895,"70 km NW of Port-Vila, Vanuatu",4.9,167.7802,-17.356
hv74460327,1726387474500,"10 km S of Fern Forest, Hawaii",1.96,-155.151504516602,19.3716659545898
hv74460322,1726387417790,"8 km SSW of Fern Forest, Hawaii",1.82,-155.151992797852,19.3901672363281
ci40734087,1726387408800,"14 km WNW of Anza, CA",0.24,-116.8095,33.6053333
hv74460307,1726386798570,"12 km S of Fern Forest, Hawaii",2.18,-155.13850402832,19.3561668395996
hv74460302,1726386786470,"7 km S of Volcano, Hawaii",1.78,-155.244659423828,19.3781661987305
hv74460297,1726386701440,"8 km S of Fern Forest, Hawaii",2.42000008,-155.126831054688,19.3853340148926
nc75062131,1726386607360,"27 km NE of North Fork, CA",1.64,-119.352333333333,37.4385
hv74460272,1726386175790,"9 km S of Fern Forest, Hawaii",1.88,-155.150497436523,19.3848323822021
ci40734079,1726386061410,"24 km NW of Grapevine, CA",1.08,-119.1326667,35.0868333
hv74460267,1726386045710,"11 km S of Volcano, Hawaii",1.95,-155.22917175293,19.3421669006348
nc75062126,1726386009300,"7 km W of Gilroy, CA",1.34,-121.6445,36.9826666666667
hv74460257,1726385800170,"10 km SSW of Fern Forest, Hawaii",1.96,-155.155166625977,19.3768329620361
nc75062121,1726385708290,"10 km NW of The Geysers, CA",1.23,-122.857002258301,38.8251647949219
av93265853,1726385626820,"260 km W of Adak, Alaska",0.85,179.576833333333,51.933
hv74460247,1726385542200,"5 km NE of Volcano, Hawaii",1.99,-155.192001342773,19.4751663208008
hv74460242,1726385541470,"8 km S of Fern Forest, Hawaii",2.06,-155.145660400391,19.3934993743896
nn00884699,1726385348341,"51 km ESE of Beatty, Nevada",-0.3,-116.2737,36.6511
hv74460232,1726385186000,"9 km SSW of Fern Forest, Hawaii",1.99,-155.154159545898,19.3799991607666
nc75062116,1726385137670,"9 km E of Mammoth Lakes, CA",0.32,-118.885333333333,37.6675
hv74460227,1726385069540,"6 km NNE of Volcano, Hawaii",2.19000006,-155.217666625977,19.4986667633057
hv74460222,1726385003220,"7 km SSW of Fern Forest, Hawaii",1.71,-155.155334472656,19.3958339691162
hv74460207,1726384404390,"9 km SSW of Fern Forest, Hawaii",2.01,-155.155166625977,19.3786659240723
ci40734071,1726384252270,"3 km NW of Anza, CA",0.25,-116.6966667,33.5741667
hv74460192,1726383783300,"9 km SSW of Fern Forest, Hawaii",2.0,-155.153335571289,19.3818340301514
tx2024sdxr,1726383674286,"54 km NW of Toyah, Texas",2.1,-104.19,31.674
hv74460182,1726383559270,"9 km SSE of Volcano, Hawaii",2.05999994,-155.197494506836,19.3596668243408
hv74460177,1726383331790,"9 km S of Fern Forest, Hawaii",1.93,-155.150665283203,19.3791675567627
hv74460152,1726382681160,"9 km S of Fern Forest, Hawaii",2.48,-155.149169921875,19.3773326873779
nc75062106,1726382570190,"2 km NNE of The Geysers, CA",0.97,-122.749000549316,38.7923316955566
hv74460142,1726382553950,"12 km S of Fern Forest, Hawaii",2.29,-155.135162353516,19.3568325042725
hv74460127,1726382294410,"9 km S of Fern Forest, Hawaii",2.08,-155.150161743164,19.3798332214355
hv74460122,1726382235370,"12 km S of Fern Forest, Hawaii",1.97,-155.140167236328,19.3549995422363
hv74460112,1726382119570,"10 km S of Fern Forest, Hawaii",2.09,-155.150497436523,19.3758335113525
tx2024sdwu,1726382071298,"37 km WSW of Mentone, Texas",1.7,-103.98,31.613
hv74460107,1726381982990,"8 km S of Fern Forest, Hawaii",2.2,-155.151672363281,19.3863334655762
hv74460087,1726381659960,"8 km SE of Volcano, Hawaii",1.89999998,-155.177001953125,19.3841667175293
hv74460082,1726381490380,"9 km S of Fern Forest, Hawaii",1.97,-155.150665283203,19.380500793457
hv74460077,1726381365710,"12 km S of Fern Forest, Hawaii",1.75999999,-155.132995605469,19.3483333587646
hv74460067,1726380977150,"7 km SSE of Volcano, Hawaii",1.98,-155.218826293945,19.3799991607666
nc75062101,1726380731970,"8 km NNW of The Geysers, CA",-0.27,-122.817333333333,38.8335
hv74460057,1726380664710,"9 km SSW of Fern Forest, Hawaii",2.06,-155.155166625977,19.3823337554932
ak024bwfsdbd,1726380251934,"81 km WNW of Petersville, Alaska",1.7,-152.2266,62.7934
av93265808,1726380192810,"66 km ENE of Pedro Bay, Alaska",-0.41,-153.0285,60.0295
hv74460032,1726380133360,"9 km SSE of Volcano, Hawaii",2.41,-155.205993652344,19.3584995269775
hv74460027,1726380070290,"10 km S of Fern Forest, Hawaii",1.93,-155.152160644531,19.3745002746582
nc75062096,1726380033270,"16 km NNE of Morgan Hill, CA",0.89,-121.649002075195,37.2738342285156
ak024bwfh93d,1726379549031,"98 km SE of Perryville, Alaska",3.2,-157.8409,55.4152
hv74460007,1726379457670,"9 km SSW of Fern Forest, Hawaii",1.73000002,-155.154663085938,19.3821659088135
hv74460002,1726379237010,"8 km S of Fern Forest, Hawaii",2.05,-155.126159667969,19.3873329162598
hv74459997,1726378860560,"10 km S of Fern Forest, Hawaii",2.32,-155.154159545898,19.3746662139893
hv74459987,1726378700410,"12 km S of Fern Forest, Hawaii",2.20000005,-155.135833740234,19.3540000915527
hv74459977,1726378512110,"7 km SSE of Volcano, Hawaii",2.48,-155.209671020508,19.3764991760254
hv74459967,1726378448500,"9 km SSE of Volcano, Hawaii",2.04,-155.202331542969,19.361665725708
hv74459957,1726378261710,"10 km SSW of Fern Forest, Hawaii",2.25,-155.160003662109,19.3776664733887
hv74459952,1726378155330,"10 km S of Fern Forest, Hawaii",2.2,-155.154159545898,19.3753337860107
hv74459947,1726377933860,"11 km SSW of Fern Forest, Hawaii",2.62,-155.160827636719,19.3675003051758
hv74459942,1726377909940,"7 km SSW of Fern Forest, Hawaii",2.63,-155.170837402344,19.4021663665771
hv74459937,1726377755920,"8 km SE of Volcano, Hawaii",2.08,-155.186996459961,19.3848323822021
hv74459932,1726377676030,"6 km SSW of Volcano, Hawaii",2.27999997,-155.260330200195,19.3899993896484
hv74459927,1726377669100,"11 km S of Fern Forest, Hawaii",2.52,-155.151840209961,19.3593330383301
hv74459912,1726377500420,"10 km SSW of Fern Forest, Hawaii",2.20000005,-155.15950012207,19.3706665039062
nc75062091,1726377408220,"7 km NNW of The Geysers, CA",0.7,-122.800666809082,38.8255004882812
us7000ndxj,1726377368086,"45 km S of Acajutla, El Salvador",4.7,-89.8242,13.1845
hv74459902,1726377357720,"11 km S of Fern Forest, Hawaii",2.47,-155.147506713867,19.3626670837402
hv74459897,1726377225860,"9 km SSE of Volcano, Hawaii",2.92,-155.196334838867,19.3624992370605
hv74459887,1726377102550,"7 km S of Volcano, Hawaii",1.79,-155.2431640625,19.3754997253418
hv74459882,1726377007490,"8 km S of Volcano, Hawaii",2.19,-155.224166870117,19.3619995117188
hv74459872,1726376854790,"9 km SSE of Volcano, Hawaii",2.75,-155.199829101562,19.367000579834
hv74459877,1726376827260,"8 km S of Volcano, Hawaii",2.71,-155.221328735352,19.363166809082
tx2024sdtw,1726376730316,"54 km NW of Toyah, Texas",1.9,-104.198,31.666
hv74459847,1726376426050,"7 km SE of Volcano, Hawaii",2.45,-155.189163208008,19.3846664428711
ci40734047,1726376425120,"23 km E of Maricopa, CA",1.23,-119.1473333,35.0871667
us7000ndx1,1726376316474,"35 km S of Acajutla, El Salvador",5.2,-89.7691,13.2732
hv74460601,1726375727070,"11 km SE of Volcano, Hawaii",2.55,-155.172164916992,19.3553333282471
ci40734039,1726375437930,"8 km ENE of Anza, CA",0.48,-116.5961667,33.5811667
hv74460566,1726375202080,"10 km SE of Volcano, Hawaii",2.58,-155.169326782227,19.3706665039062
hv74460556,1726375151910,"10 km SE of Volcano, Hawaii",2.22,-155.165496826172,19.3783340454102
ci40734031,1726374913620,"28 km SSW of Ocotillo Wells, CA",0.75,-116.2425,32.9116667
us7000ndwr,1726374908349,"126 km N of Hirara, Japan",4.4,125.0997,25.9292
us7000ndwt,1726374711841,"271 km WNW of Houma, Tonga",4.3,-177.8006,-20.4699
hv74460531,1726374565390,"9 km SE of Volcano, Hawaii",2.34,-155.171173095703,19.3783340454102
hv74460521,1726374406970,"9 km SE of Volcano, Hawaii",2.15,-155.176666259766,19.3821659088135
hv74460506,1726374043430,"9 km SE of Volcano, Hawaii",2.77,-155.176666259766,19.3758335113525
hv74460501,1726373991130,"9 km SE of Volcano, Hawaii",1.95,-155.175166666667,19.3735
ak024bweolpb,1726373940404,"31 km WSW of Nanwalek, Alaska",2.4,-152.3989,59.2231
hv74460496,1726373895480,"9 km SE of Volcano, Hawaii",2.38,-155.177666666667,19.3723333333333
hv74460491,1726373869880,"10 km SE of Volcano, Hawaii",2.11,-155.175,19.367
nc75062081,1726373866300,"5 km NNW of The Geysers, CA",0.75,-122.794830322266,38.8156661987305
hv74460486,1726373709380,"9 km SE of Volcano, Hawaii",1.9,-155.176333333333,19.3723333333333
hv74460476,1726373547990,"10 km SE of Volcano, Hawaii",2.43,-155.174166666667,19.3658333333333
av93265723,1726373538540,"22 km W of Sitka, Alaska",0.23,-135.702833333333,57.0565
hv74460471,1726373519990,"9 km SE of Volcano, Hawaii",1.79,-155.183666666667,19.3718333333333
hv74460466,1726373401020,"9 km SE of Volcano, Hawaii",1.74,-155.179,19.3715
hv74460461,1726373148610,"9 km SSE of Volcano, Hawaii",2.28,-155.183166666667,19.3688333333333
hv74460456,1726373144980,"8 km SE of Volcano, Hawaii",1.91,-155.181833333333,19.3863333333333
nc75062076,1726372960170,"6 km NW of The Geysers, CA",1.28,-122.816497802734,38.8096656799316
hv74460446,1726372886550,"9 km SE of Volcano, Hawaii",1.77,-155.18049621582,19.3764991760254
ak024bwekqjs,1726372854800,"85 km NW of Karluk, Alaska",2.0,-155.3603,58.165
ci40734015,1726372829140,"8 km E of Yucaipa, CA",0.68,-116.955,34.0243333
hv74460436,1726372707770,"9 km SSE of Volcano, Hawaii",1.71000004,-155.187164306641,19.3738327026367
hv74460431,1726372439070,"8 km SE of Volcano, Hawaii",2.09,-155.180160522461,19.3824996948242
hv74460426,1726372353040,"7 km SSE of Volcano, Hawaii",2.17,-155.202499389648,19.3781661987305
hv74460421,1726372299990,"9 km SSE of Volcano, Hawaii",1.97,-155.188339233398,19.3731670379639
hv74460416,1726372265800,"8 km SE of Volcano, Hawaii",1.96,-155.182327270508,19.3796672821045
hv74460401,1726371911090,"6 km SSW of Volcano, Hawaii",2.35,-155.246666666667,19.3873333333333
ci40734007,1726371838580,"6 km NNW of Rancho Cucamonga, CA",1.25,-117.6006667,34.17
hv74460391,1726371771320,"9 km SSE of Volcano, Hawaii",1.89,-155.186660766602,19.3719997406006
nc75062071,1726371319320,"7 km NNW of The Geysers, CA",0.76,-122.813163757324,38.826000213623
hv74460376,1726371202390,"9 km SE of Volcano, Hawaii",1.81,-155.184829711914,19.3756675720215
hv74460356,1726370887400,"5 km SW of Volcano, Hawaii",1.49,-155.268666666667,19.4001666666667
ci40733999,1726370708420,"25 km ENE of Pine Valley, CA",0.78,-116.2746667,32.892
nc75062061,1726370591410,"5 km NE of Windsor, CA",1.0,-122.790333333333,38.5891666666667
ci40733983,1726370312890,"16 km S of Borrego Springs, CA",0.84,-116.361,33.1131667
ci40733975,1726370173640,"20 km E of Little Lake, CA",0.99,-117.6866667,35.9488333
hv74460331,1726370011640,"6 km S of Volcano, Hawaii",2.03999996,-155.229827880859,19.380500793457
uw62038157,1726369957790,"7 km WSW of Swede Heaven, Washington",0.8200000000000001,-121.81983333333334,48.2655
hv74460336,1726369773260,"3 km ESE of Volcano, Hawaii",1.73000002,-155.200164794922,19.4271659851074
ci40733967,1726369585880,"9 km S of Idyllwild, CA",0.69,-116.728,33.6561667
nc75062051,1726369570340,"10 km NW of The Geysers, CA",0.9,-122.853668212891,38.8256683349609
hv74460316,1726369530080,"6 km S of Volcano, Hawaii",1.95000005,-155.244995117188,19.382833480835
uu80082556,1726369436350,"6 km E of Hebgen Lake Estates, Montana",0.55,-111.112833333333,44.7656666666667
uu80082561,1726369436220,"12 km N of Scipio, Utah",1.86,-112.077666666667,39.352
hv74460291,1726368997990,"9 km SE of Volcano, Hawaii",1.93,-155.175338745117,19.3735008239746
us7000ndvy,1726368899218,"25 km NW of La Puerta de San José, Argentina",4.8,-67.2098,-27.3943
nc75062041,1726368895540,"10 km NW of The Geysers, CA",0.35,-122.856333333333,38.8253333333333
nc75062036,1726368878300,"7 km W of Gilroy, CA",1.44,-121.646,36.9833333333333
nc75062031,1726368839580,"8 km E of Coalinga, CA",1.13,-120.266833333333,36.1483333333333
hv74460271,1726368515510,"7 km SSW of Volcano, Hawaii",2.1,-155.268333333333,19.3875
hv74460266,1726368479790,"5 km SW of Volcano, Hawaii",1.17,-155.2705,19.4013333333333
uw62038152,1726368386080,"12 km S of Morton, Washington",0.9,-122.26183333333333,46.44316666666667
nc75062026,1726368141340,"7 km WSW of Gilroy, CA",1.1,-121.641333333333,36.9815
hv74460236,1726367807520,"6 km S of Volcano, Hawaii",2.44,-155.239833333333,19.3828333333333
hv74460226,1726367599800,"6 km SSW of Volcano, Hawaii",2.05,-155.248333333333,19.3881666666667
hv74460221,1726367543690,"6 km SSW of Volcano, Hawaii",1.82,-155.2465,19.3866666666667
hv74460216,1726367361020,"6 km S of Volcano, Hawaii",2.4,-155.2425,19.3821666666667
hv74460211,1726367106000,"6 km SSW of Volcano, Hawaii",4.3,-155.2595,19.3873333333333
nc75062016,1726366860610,"8 km WNW of Cobb, CA",0.73,-122.809829711914,38.8354988098145
hv74460186,1726365790290,"6 km SSW of Volcano, Hawaii",1.47,-155.262,19.3855
us7000ndvl,1726365616390,"46 km S of Acajutla, El Salvador",4.6,-89.8703,13.1729
nc75062006,1726365523450,"6 km NNW of The Geysers, CA",0.74,-122.790336608887,38.8216667175293
nc75062001,1726365436740,"10 km NW of The Geysers, CA",0.75,-122.855003356934,38.8273315429688
nc75061996,1726365393980,"7 km W of Gilroy, CA",1.34,-121.644166666667,36.9838333333333
nc75061991,1726365389590,"3 km SE of The Geysers, CA",1.17,-122.728164672852,38.7644996643066
uw62038142,1726364857480,"23 km ENE of Ashford, Washington",0.79,-121.74933333333334,46.843833333333336
hv74460161,1726364706950,"3 km S of Pāhala, Hawaii",2.0,-155.484497070312,19.171667098999
nn00884688,1726364323976,"48 km ESE of Beatty, Nevada",-0.4,-116.2728,36.7173
ak024bwd09ls,1726364227845,"19 km SW of Susitna North, Alaska",1.7,-150.0897,62.0239
hv74460141,1726363578160,"5 km SW of Volcano, Hawaii",2.1099999,-155.271835327148,19.4148330688477
uu80082551,1726362642020,"6 km E of Hebgen Lake Estates, Montana",1.89,-111.114666666667,44.7616666666667
ci40733943,1726362300110,"21 km ESE of Little Lake, CA",1.31,-117.6871667,35.8726667
uu80082546,1726361969810,"13 km NE of Milford, Utah",0.87,-112.896833333333,38.482
ci40733935,1726361788620,"2 km NW of Calimesa, CA",1.11,-117.069,34.0045
ci40733927,1726361672520,"3 km SE of Mentone, CA",0.8,-117.1138333,34.0451667
ci40733919,1726360997470,"5 km N of Malibu, CA",1.5,-118.8115,34.0476667
nn00884715,1726360962585,"42 km WNW of Indian Springs, Nevada",-0.3,-116.0877,36.7523
tx2024sdkx,1726360407887,"18 km N of Midland, Texas",1.3,-102.1,32.162
uu80082541,1726360222300,"5 km SE of Daniel, Utah",1.4,-111.359166666667,40.4376666666667
ak024bwcbw6j,1726359816439,"44 km ENE of Susitna North, Alaska",1.2,-149.1081,62.3634
ci40733911,1726359407280,"5 km N of Malibu, CA",1.47,-118.8128333,34.0523333
uw62038132,1726358093410,"11 km NNE of Queets, Washington",1.12,-124.28083333333333,47.635333333333335
ci40733895,1726358079250,"6 km N of Malibu, CA",1.32,-118.8145,34.0543333
nc75061986,1726358066170,"7 km WNW of Cobb, CA",0.7,-122.797164916992,38.8316650390625
ci40733887,1726357196220,"7 km WNW of Little Lake, CA",0.93,-117.983,35.9573333
hv74459981,1726356438740,"6 km SSW of Volcano, Hawaii",1.70000005,-155.254165649414,19.3889999389648
nc75061976,1726356307350,"15 km E of Seven Trees, CA",0.92,-121.670166666667,37.3035
hv74459976,1726356124000,"6 km SSW of Volcano, Hawaii",2.97,-155.2635,19.3871666666667
ci40733879,1726356055580,"18 km NNW of Barstow, CA",2.58,-117.0708333,35.0513333
uu80082536,1726355998830,"13 km W of Enoch, Utah",1.03,-113.176666666667,37.7725
nc75061966,1726355859420,"26 km W of Westley, CA",0.89,-121.491666666667,37.5016666666667
ak024bv2dnzj,1726355139994,"8 km ENE of Fox, Alaska",0.9,-147.4457,64.9888
pr2024258001,1726354680960,"119 km NE of Miches, Dominican Republic",3.64,-68.2031,19.7095
us7000ndve,1726354366226,"5 km ESE of Califon, New Jersey",1.3,-74.7756,40.694
nn00884685,1726354313847,"48 km E of Big Pine, California",1.1,-117.7404,37.1446
ak024bv216qj,1726354037132,"23 km SSW of Lowell Point, Alaska",1.8,-149.6273,59.8859
ak024bv20udy,1726353957662,"28 km NNW of Susitna, Alaska",1.5,-150.7045,61.7822
hv74459936,1726353550260,"2 km N of Pāhala, Hawaii",1.98000002,-155.481338500977,19.2213325500488
nc75061961,1726353389180,"2 km N of The Geysers, CA",0.72,-122.758499145508,38.7958335876465
nc75061956,1726352730730,"2 km SSE of Dillon Beach, CA",1.31,-122.950166666667,38.217
nc75061946,1726352633880,"2 km SW of Dillon Beach, CA",1.43,-122.97233581543,38.2256660461426
nc75061941,1726352605780,"1 km SSW of Dillon Beach, CA",1.25,-122.962997436523,38.226001739502
nc75001108,1726352413070,"2 km S of Dillon Beach, CA",1.31,-122.952333333333,38.2176666666667
ci40733863,1726352045310,"4 km N of Malibu, CA",1.39,-118.8093333,34.0426667
ok2024sdga,1726351568740,"7 km SSW of Shamrock, Oklahoma",1.37,-96.613,35.84733333
nc75061921,1726351513100,"3 km ENE of The Geysers, CA",1.12,-122.728500366211,38.7923316955566
ci40733847,1726350877650,"6 km E of Ontario, CA",1.57,-117.5653333,34.0496667
nc75061916,1726350844400,"27 km SSE of Bodie, CA",3.2,-118.802166666667,38.0276666666667
pr71460063,1726350596340,"5 km W of Orocovis, Puerto Rico",2.08,-66.4441666666667,18.231
us7000ndur,1726349857583,"38 km ENE of Sibolga, Indonesia",5.1,99.0849,1.8996
nn00884680,1726349284930,"0 km E of Carnelian Bay, California",0.8,-120.0747,39.2262
pr71460058,1726349256580,"41 km NNW of Charlotte Amalie, U.S. Virgin Islands",3.3,-65.07,18.6946666666667
ci40733839,1726348854730,"10 km W of Johannesburg, CA",1.6,-117.749,35.3898333
ak024bv17gpz,1726348130312,"13 km NW of Nikiski, Alaska",2.4,-151.4691,60.7673
ak024bv17dyz,1726348094671,"66 km E of Ugashik, Alaska",1.7,-156.2857,57.5264
ci40733823,1726347802720,"12 km NNE of Cabazon, CA",0.8,-116.7481667,34.0251667
nn00884713,1726347624410,"46 km ESE of Beatty, Nevada",-0.2,-116.3105,36.691
nc75061881,1726347102540,"8 km NNW of The Geysers, CA",0.26,-122.817001342773,38.8316650390625
tx2024sdde,1726345699008,"56 km S of Whites City, New Mexico",1.5,-104.449,31.669
ak024bv0b0iu,1726343830463,"27 km N of Skwentna, Alaska",1.8,-151.4308,62.2368
us7000ndue,1726343372310,"109 km SSW of Bengkulu, Indonesia",4.4,101.8316,-4.6881
us7000nduc,1726342857795,"58 km E of Onagawa Chō, Japan",4.7,142.1149,38.4694
ci40733775,1726342175600,"8 km WSW of Garnet, CA",0.72,-116.6286667,33.8846667
ci40733767,1726341853380,"19 km SW of Ocotillo Wells, CA",0.88,-116.2881667,33.0388333
uw62038062,1726341662010,"37 km NNE of Amboy, Washington",0.24,-122.195,46.2035
uw62038057,1726341605310,"22 km ENE of Ashford, Washington",0.09,-121.7645,46.854166666666664
ci40733759,1726341052500,"8 km NNW of Anza, CA",0.64,-116.6915,33.6248333
pr2024258000,1726340717900,"156 km N of Cruz Bay, U.S. Virgin Islands",3.88,-64.5918,19.7298
ci40733751,1726340475740,"21 km ESE of Little Lake, CA",0.95,-117.6868333,35.8711667
ci40733743,1726340156170,"7 km NNW of Anza, CA",1.17,-116.6976667,33.6153333
us7000ndu7,1726339663889,"68 km SE of Ramatuelle, France",4.3,7.2282,42.7998
se60502468,1726339613080,"6 km ESE of Elgin, South Carolina",2.13,-80.7258333333333,34.147
uw62038042,1726339454190,"23 km ENE of Ashford, Washington",0.45,-121.76166666666667,46.8535
nc75061851,1726339138600,"7 km WNW of Cobb, CA",0.23,-122.806335449219,38.8383331298828
ak024buzlij8,1726339093128,"19 km SE of Anaktuvuk Pass, Alaska",2.8,-151.464,67.9967
nc75061846,1726338491200,"17 km SE of Yosemite Valley, CA",1.12,-119.402,37.6798333333333
us7000ndu2,1726338102777,"76 km N of Jumla, Nepal",4.4,82.1727,29.9671
ci40733719,1726338020750,"10 km W of Mojave, CA",0.92,-118.2866667,35.057
tx2024scyu,1726337964273,"56 km S of Whites City, New Mexico",1.7,-104.452,31.671
hv74459631,1726337932340,"5 km SW of Volcano, Hawaii",1.87,-155.268661499023,19.4048328399658
ci40733711,1726337333620,"9 km SW of Idyllwild, CA",0.78,-116.7876667,33.6856667
av93021179,1726336521360,"17 km WNW of Ivanof Bay, Alaska",0.54,-159.7285,55.9706666666667
av93265383,1726336430470,"27 km NNW of Ivanof Bay, Alaska",0.18,-159.6945,56.1215
hv74459591,1726336213300,"6 km S of Volcano, Hawaii",1.77999997,-155.241500854492,19.3840007781982
tx2024scxn,1726335973449,"50 km W of Mentone, Texas",2.0,-104.134,31.715
tx2024scxl,1726335921955,"57 km S of Whites City, New Mexico",1.8,-104.449,31.661
nc75061841,1726335806340,"8 km WNW of Cobb, CA",0.71,-122.808166503906,38.8381652832031
